iter	Logloss
185	0.3280385792
186	0.3279365351
187	0.3274061543
188	0.3266812827
189	0.3262795758
190	0.3261865791
191	0.3259514267
192	0.3255034874
193	0.3252593311
194	0.324999639
195	0.3248823839
196	0.3247896805
197	0.3246434763
198	0.3240974514
199	0.3237519682
200	0.3235870347
201	0.3229822793
202	0.3228564653
203	0.3222430224
204	0.3217755802
205	0.3213144
206	0.3210095591
207	0.3200737718
208	0.3198028362
209	0.3195674367
210	0.3193641026
211	0.3192224966
212	0.3191463488
213	0.318869154
214	0.3182510799
215	0.318143228
216	0.3181085225
217	0.3179444359
218	0.3178631768
219	0.3176224326
220	0.3173023822
221	0.3172404684
222	0.3167017234
223	0.3164144032
224	0.3162290127
225	0.3157688929
226	0.3154688854
227	0.3152792596
228	0.315194141
229	0.3148470129
230	0.314628352
231	0.3140351888
232	0.3133428822
233	0.3132051709
234	0.3130831578
235	0.3130023838
236	0.3128571045
237	0.3128071147
238	0.3122286888
239	0.3118931999
240	0.3117331287
241	0.3111893242
242	0.3109942301
243	0.31051414
244	0.3102654532
245	0.3100661877
246	0.3096423369
247	0.3095783978
248	0.3087214432
249	0.308373029
250	0.3079229871
251	0.3078144562
252	0.3074501244
253	0.3072039023
254	0.3066228949
255	0.3065730965
256	0.3060834517
257	0.3058854016
258	0.3052664161
259	0.3048037737
260	0.3046199469
261	0.3044812054
262	0.3040481576
263	0.3039272769
264	0.3037969321
265	0.3035618002
266	0.3030630976
267	0.302729328
268	0.3020462806
269	0.3015667109
270	0.3010410139
271	0.3007851282
272	0.3004103901
273	0.3001683635
274	0.2999252026
275	0.2994786724
276	0.2992842413
277	0.2988371205
278	0.2987065543
279	0.2983728459
280	0.298137748
281	0.2977601676
282	0.2973003862
283	0.2970449543
284	0.2966866781
285	0.2966014991
286	0.2963189595
287	0.2962196957
288	0.2960733088
289	0.2959438196
290	0.2954794646
291	0.2952318071
292	0.294826829
293	0.2944007034
294	0.2940093427
295	0.2938467556
296	0.2937088738
297	0.2929020901
298	0.2926560075
299	0.2926127108
300	0.2922653517
301	0.2920821535
302	0.2915495648
303	0.2914919867
304	0.2912488047
305	0.2910930394
306	0.2908670523
307	0.2904322536
308	0.2903307728
309	0.290064138
310	0.289849421
311	0.2897257576
312	0.2894014691
313	0.2892732374
314	0.289209469
315	0.2890437504
316	0.2888192984
317	0.2886154561
318	0.2884094113
319	0.2882509038
320	0.2879421261
321	0.2879087654
322	0.2878143211
323	0.2876400955
324	0.2874231791
325	0.2873209636
326	0.2870875379
327	0.2866912404
328	0.2864400169
329	0.2858416483
330	0.2856732778
331	0.2854569823
332	0.2853238109
333	0.2850488392
334	0.2849524843
335	0.2847251802
336	0.2845391755
337	0.2843894789
338	0.2841164674
339	0.2838490291
340	0.2835202646
341	0.283345759
342	0.2832739637
343	0.2831702406
344	0.2830667902
345	0.2828185243
346	0.2823242706
347	0.2821606175
348	0.28199768
349	0.281793264
350	0.2816172376
351	0.2813476958
352	0.2810271355
353	0.2807731919
354	0.2804279463
355	0.280008503
356	0.2796549732
357	0.279513947
358	0.2794346952
359	0.2794057385
360	0.2793850051
361	0.2793413694
362	0.2789857381
363	0.2789289466
364	0.2785957683
365	0.2782708531
366	0.2779578333
367	0.2774908302
368	0.2773274045
369	0.277105711
370	0.2768506749
371	0.2766770469
372	0.2765730616
373	0.2764670684
374	0.2764245431
375	0.276314943
376	0.2758605331
377	0.2755209859
378	0.2754711187
379	0.275154373
380	0.2749908334
381	0.2747921374
382	0.274550412
383	0.2742092654
384	0.2740610865
385	0.273801793
386	0.2735733942
387	0.2733012338
388	0.2729958289
389	0.2727680941
390	0.2724901302
391	0.2723455888
392	0.2723032543
393	0.2721436048
394	0.2719204598
395	0.271902346
396	0.2716291953
397	0.271593877
398	0.2713592519
399	0.2711075347
400	0.2709650981
401	0.2709470917
402	0.2708488286
403	0.2704725282
404	0.2703304494
405	0.2701313374
406	0.2697911697
407	0.2695004772
408	0.269190329
409	0.2690254713
410	0.2687244453
411	0.2683011051
412	0.2682437995
413	0.267850261
414	0.2675723028
415	0.2674596353
416	0.2671280707
417	0.2668407191
418	0.2665240738
419	0.2662394333
420	0.2660705083
421	0.2658874989
422	0.2658498333
423	0.2655858712
424	0.2654990527
425	0.2652347565
426	0.264925962
427	0.2648036677
428	0.2645461353
429	0.2643758942
430	0.2643577278
431	0.2640203725
432	0.2637547971
433	0.2634218017
434	0.2633173686
435	0.263150639
436	0.2629553039
437	0.2627432307
438	0.2624686817
439	0.262145542
440	0.262037163
441	0.2618935677
442	0.2617396228
443	0.2615578842
444	0.2612230779
445	0.2610349023
446	0.2607710428
447	0.2606310222
448	0.2604987215
449	0.2601937077
450	0.2599259077
451	0.2596733079
452	0.2593503302
453	0.2593324503
454	0.2591852011
455	0.2590735953
456	0.2589000593
457	0.2586801967
458	0.2584394645
459	0.2582238289
460	0.2581227935
461	0.2579977628
462	0.2577815722
463	0.2576734288
464	0.2573731481
465	0.2572515365
466	0.2571608109
467	0.2569339732
468	0.2568007294
469	0.2567858412
470	0.2567271739
471	0.2566473051
472	0.2565202843
473	0.2562736358
474	0.2561360208
475	0.2557237239
476	0.2556333259
477	0.2554313051
478	0.2551450621
479	0.2549699212
480	0.2548679395
481	0.2544624328
482	0.2542450773
483	0.2541364324
484	0.253874772
485	0.2536086882
486	0.2534113783
487	0.2532917343
488	0.2530833368
489	0.2527986574
490	0.2526736141
491	0.2524815279
492	0.2522084346
493	0.2520739293
494	0.2517283851
495	0.251620232
496	0.2516066244
497	0.2513940627
498	0.2511852548
499	0.2508367193
500	0.250716101
501	0.250408665
502	0.2502063176
503	0.2500717199
504	0.249972242
505	0.2496426557
506	0.2495091724
507	0.2493491754
508	0.2490189221
509	0.2489122813
510	0.2487969581
511	0.2487174311
512	0.2484390917
513	0.2482886917
514	0.2482227488
515	0.2480651526
516	0.247924035
517	0.2478126655
518	0.2476123174
519	0.247442135
520	0.2473650388
521	0.2471744906
522	0.2470817347
523	0.2469920971
524	0.2468874614
525	0.2468771308
526	0.2468198079
527	0.2466543667
528	0.2465647398
529	0.2465430885
530	0.2463633793
531	0.2461077421
532	0.2459103602
533	0.2457566474
534	0.245569196
535	0.2454389248
536	0.2453154513
537	0.2452907422
538	0.245116204
539	0.2449080271
540	0.2447107243
541	0.2445109196
542	0.2444186854
543	0.244284266
544	0.2441223701
545	0.2440471428
546	0.2437990011
547	0.2436970527
548	0.2435740644
549	0.2434533796
550	0.2434178783
551	0.2432029134
552	0.2430975771
553	0.2428753358
554	0.2426906409
555	0.2425936475
556	0.2425086748
557	0.2424009696
558	0.2421692179
559	0.2419516678
560	0.241823264
561	0.2418195834
562	0.2417255778
563	0.2416297084
564	0.2415524452
565	0.2414539739
566	0.2412500085
567	0.2410213014
568	0.2407226527
569	0.2406615631
570	0.2404869666
571	0.2403448733
572	0.2402240458
573	0.2400023463
574	0.2398704371
575	0.2393819074
576	0.2392146865
577	0.2389378615
578	0.2388273299
579	0.2386522984
580	0.2385333059
581	0.2382632157
582	0.2381495834
583	0.2380502505
584	0.2378295984
585	0.2377488838
586	0.2376165606
587	0.2374781004
588	0.2374672815
589	0.2373237495
590	0.2372158357
591	0.2370926663
592	0.2369950037
593	0.2369088438
594	0.2368824576
595	0.2367962868
596	0.236579959
597	0.2364082609
598	0.2363170577
599	0.2362174362
600	0.2359706956
601	0.2359054937
602	0.2356729217
603	0.2355472903
604	0.2353372444
605	0.2350850849
606	0.2350325026
607	0.2350136594
608	0.2349289601
609	0.2348176785
610	0.2346053282
611	0.2344867676
612	0.2343583822
613	0.2343151776
614	0.2342200665
615	0.2340943542
616	0.2339641676
617	0.2338663787
618	0.2338002314
619	0.2337641862
620	0.2335307589
621	0.2334051164
622	0.2333018226
623	0.2331638943
624	0.2331529036
625	0.2330744197
626	0.2329986846
627	0.2328636449
628	0.2327336498
629	0.2326526325
630	0.2324943299
631	0.2324109328
632	0.2321510133
633	0.2319429441
634	0.2317958466
635	0.231562825
636	0.2314682197
637	0.2313185167
638	0.2311879267
639	0.2310512253
640	0.2309443596
641	0.2308177164
642	0.2307373018
643	0.2306207467
644	0.2305972891
645	0.2305543001
646	0.2303877368
647	0.230019489
648	0.2299307629
649	0.229882695
650	0.229811131
651	0.2297501598
652	0.2296428153
653	0.2295005365
654	0.2293904167
655	0.2292621971
656	0.2290426123
657	0.2289899899
658	0.2288905632
659	0.2287935795
660	0.2284829092
661	0.2282717874
662	0.2281093975
663	0.2279706027
664	0.2278049973
665	0.2278001163
666	0.2276652538
667	0.2275713188
668	0.2273626205
669	0.2272670756
670	0.2272148099
671	0.2271079206
672	0.2269605932
673	0.2268532117
674	0.2267784963
675	0.2264328751
676	0.2262983386
677	0.2262864755
678	0.2262005985
679	0.2259422441
680	0.2257290749
681	0.2255931953
682	0.2254624718
683	0.2252980841
684	0.2251639077
685	0.2250154705
686	0.2248670449
687	0.2247450819
688	0.2246638559
689	0.2245984053
690	0.2244540664
691	0.224364612
692	0.2242066772
693	0.2239941403
694	0.2238938778
695	0.2237839924
696	0.2236229161
697	0.2236186736
698	0.2234951002
699	0.2231306515
700	0.2230132619
701	0.2228665328
702	0.2228041453
703	0.2226820774
704	0.2225650021
705	0.2224979647
706	0.2224031739
707	0.2223032987
708	0.2222159981
709	0.2221625281
710	0.2220409152
711	0.2219547245
712	0.2218860449
713	0.2218301759
714	0.2215955769
715	0.2214788667
716	0.221437812
717	0.2213262381
718	0.2212291471
719	0.2211361723
720	0.2209545098
721	0.2207682282
722	0.2206614625
723	0.2206525442
724	0.2205902228
725	0.2204993393
726	0.2204332177
727	0.2203713278
728	0.2203246018
729	0.2202650034
730	0.2202016471
731	0.2201991505
732	0.2200771307
733	0.2199135212
734	0.219834235
735	0.2197641224
736	0.2196981056
737	0.2196520394
738	0.2195304999
739	0.2193802389
740	0.2193169213
741	0.2192228899
742	0.2191150817
743	0.2189929514
744	0.2189099531
745	0.2188074069
746	0.2186968087
747	0.2185597308
748	0.2185057658
749	0.2183962749
750	0.2183157114
751	0.2182359249
752	0.2181503656
753	0.2181413598
754	0.2180346929
755	0.218024794
756	0.2180168564
757	0.2179526431
758	0.2177068533
759	0.2176932686
760	0.2174954407
761	0.2173834582
762	0.217302635
763	0.2171781956
764	0.2170880073
765	0.2169172025
766	0.2168471438
767	0.2168424781
768	0.2167832299
769	0.216694251
770	0.2165931052
771	0.2164591844
772	0.2162406835
773	0.2161123266
774	0.2160417594
775	0.2159805517
776	0.215977751
777	0.2159487927
778	0.2159360622
779	0.2158575064
780	0.2158499757
781	0.2158427579
782	0.2157326551
783	0.2157304465
784	0.2156562841
785	0.2155249039
786	0.2154521628
787	0.2151643902
788	0.2150805752
789	0.2150041252
790	0.2149215477
791	0.2148299659
792	0.2145111653
793	0.2143973895
794	0.2143358934
795	0.2141572408
796	0.2140557269
797	0.2139178179
798	0.2138413803
799	0.2137219054
800	0.2136250619
801	0.2135487137
802	0.2134645812
803	0.2134006995
804	0.2132640529
805	0.2131709949
806	0.2130330189
807	0.2129184699
808	0.2128377016
809	0.2126731761
810	0.2125584016
811	0.2124741564
812	0.2123043105
813	0.2121711867
814	0.2120622007
815	0.2119958672
816	0.2118866741
817	0.2118078111
818	0.2117459844
819	0.2115089076
820	0.211433475
821	0.2112711198
822	0.2111618076
823	0.2110615303
824	0.2110056631
825	0.2109230407
826	0.2109110832
827	0.210836839
828	0.2107017073
829	0.210587338
830	0.2105121538
831	0.2103557618
832	0.2102312997
833	0.2100913859
834	0.2100330316
835	0.2099406435
836	0.2098776185
837	0.2097643737
838	0.2096495937
839	0.2095592022
840	0.2094951225
841	0.209420634
842	0.2093422572
843	0.2092382538
844	0.2091137221
845	0.2090183049
846	0.2089031906
847	0.2087941799
848	0.2087622413
849	0.208703152
850	0.2086939599
851	0.2086027765
852	0.2083891285
853	0.2083495615
854	0.2082337688
855	0.2081808783
856	0.208032141
857	0.2079399624
858	0.2079304033
859	0.2078348481
860	0.207768227
861	0.2076683615
862	0.2075424934
863	0.2074688866
864	0.2073629274
865	0.20733619
866	0.207172178
867	0.207096202
868	0.2070436154
869	0.2069635175
870	0.2069180952
871	0.2067943098
872	0.2067861439
873	0.2067165628
874	0.2065585542
875	0.2064180689
876	0.2062985255
877	0.2062017085
878	0.2061278172
879	0.2060333787
880	0.2058924833
881	0.205799153
882	0.205707747
883	0.2056159084
884	0.2055243772
885	0.2054253165
886	0.2053280855
887	0.2052562801
888	0.205162976
889	0.2051190422
890	0.2050062652
891	0.2048567165
892	0.2047656972
893	0.2046082341
894	0.204591063
895	0.2045369087
896	0.2044532781
897	0.2044065531
898	0.2043636783
899	0.2042326143
900	0.2042063858
901	0.2041237855
902	0.204117672
903	0.2040540791
904	0.2039992925
905	0.2039063873
906	0.2038440224
907	0.2037524379
908	0.203692327
909	0.2036268731
910	0.2035046902
911	0.2033908948
912	0.2033432665
913	0.2033061179
914	0.2032780352
915	0.2032219047
916	0.203096826
917	0.2030906266
918	0.2029790286
919	0.2027933791
920	0.2027014536
921	0.2026537161
922	0.2025970892
923	0.2025473995
924	0.2024433697
925	0.2023843285
926	0.2023592998
927	0.2021999262
928	0.2021345095
929	0.2020559846
930	0.2020504662
931	0.2019633704
932	0.2019571046
933	0.2019049431
934	0.201796654
935	0.2017524619
936	0.201660935
937	0.2015361618
938	0.2014371055
939	0.2013617006
940	0.2011807422
941	0.2011217745
942	0.2010166353
943	0.2010134061
944	0.2009104958
945	0.2007227297
946	0.2007137586
947	0.2006687318
948	0.2006037459
949	0.2004989184
950	0.2004575712
951	0.2003962819
952	0.2003121314
953	0.2001255678
954	0.1999293401
955	0.1998167077
956	0.1997239669
957	0.1996960449
958	0.1996395034
959	0.1995912423
960	0.1995529595
961	0.1995130555
962	0.1994067081
963	0.1992541903
964	0.1992174072
965	0.1991405001
966	0.1990202606
967	0.198939499
968	0.1988676436
969	0.1987481293
970	0.1986586235
971	0.1985962507
972	0.1985940693
973	0.198546319
974	0.1984753161
975	0.1983841177
976	0.1982826767
977	0.1981218233
978	0.1980948366
979	0.1979481116
980	0.1978723837
981	0.1978517694
982	0.1978446423
983	0.1978020755
984	0.1977094048
985	0.1976077863
986	0.1974805106
987	0.1972848047
988	0.1971802851
989	0.1970407646
990	0.1969937781
991	0.1968424445
992	0.1967488224
993	0.1967466281
994	0.1967215009
995	0.196642017
996	0.1965838362
997	0.1964818085
998	0.1964127413
999	0.1963589799
